n,diameter_cos,mean_pairwise_cos,p90_pairwise_cos,p95_pairwise_cos,participation_ratio,spectral_entropy,cluster
505,1.0048075914382935,0.42832088470458984,0.5754394054412841,0.6223212778568263,43.631539898106055,4.539769649505615,0
405,0.9099521040916443,0.4489997923374176,0.6038473069667817,0.6462655156850816,44.8450013622586,4.513540744781494,1
