cluster,year,count
0,1993,2
0,1998,1
0,2002,1
0,2003,2
0,2005,2
0,2006,2
0,2007,2
0,2009,1
0,2010,3
0,2011,4
0,2012,3
0,2013,5
0,2014,2
0,2015,11
0,2016,5
0,2017,10
0,2018,17
0,2019,19
0,2020,40
0,2021,65
0,2022,73
0,2023,78
0,2024,110
0,2025,47
1,2003,1
1,2006,1
1,2007,1
1,2009,2
1,2010,1
1,2011,2
1,2012,2
1,2013,4
1,2014,2
1,2015,1
1,2016,2
1,2017,9
1,2018,10
1,2019,14
1,2020,23
1,2021,37
1,2022,63
1,2023,72
1,2024,104
1,2025,54
