cluster,n_terms,pairs,mean_sim,mean_dist,p25_sim,p50_sim,p75_sim,min_sim,max_sim
0,12,66,0.3298787772655487,0.6701211929321289,0.059506614692509174,0.19361934065818787,0.5922770202159882,-0.07654228061437607,0.9654589295387268
1,12,66,0.2922758460044861,0.7077242136001587,0.022800395265221596,0.18031684309244156,0.5115777850151062,-0.08714351058006287,1.000000238418579
