cluster,n,citations_per_paper,silhouette_mean,centroid_cohesion,slope,t_like,ari_global,explosive_baseline_slope
0,2394,31.451127819548873,0.42742955684661865,0.6468784213066101,7.122142813981431,5.570255922889875,1.0,7.122142813981431
1,1,1.0,0.0,0.9999998807907104,,,1.0,7.122142813981431
