n,diameter_cos,mean_pairwise_cos,p90_pairwise_cos,p95_pairwise_cos,participation_ratio,spectral_entropy,cluster
103,0.8578507900238037,0.4822797477245331,0.6346464991569519,0.6772088050842284,27.118948164118848,3.8573927879333496,0
350,1.009556770324707,0.5065316557884216,0.6861152648925781,0.7393382012844084,37.481273653821084,4.423527717590332,1
