n,diameter_cos,mean_pairwise_cos,p90_pairwise_cos,p95_pairwise_cos,participation_ratio,spectral_entropy,cluster
150,1.0747270584106445,0.4421847462654114,0.6291004419326783,0.6973516941070557,34.08402239243618,4.124293804168701,0
166,0.8748520016670227,0.4719204604625702,0.6220797181129456,0.6620166957378387,34.273338783274575,4.1527628898620605,1
