cluster,n_terms,pairs,mean_sim,mean_dist,p25_sim,p50_sim,p75_sim,min_sim,max_sim
0,12,66,0.3577689826488495,0.6422309875488281,0.14903342351317406,0.3502383381128311,0.48490893095731735,0.042000483721494675,1.0
1,12,66,0.313886821269989,0.686113178730011,0.04982330463826656,0.33685025572776794,0.4945652186870575,-0.05341407656669617,1.0
2,12,66,0.2915073037147522,0.708492636680603,0.10398953221738338,0.2762300670146942,0.46538445353507996,-0.05002108961343765,0.9178764224052429
