n,diameter_cos,mean_pairwise_cos,p90_pairwise_cos,p95_pairwise_cos,participation_ratio,spectral_entropy,cluster
192,0.8572759628295898,0.4199003279209137,0.5621469616889954,0.6038848161697388,42.81218658147506,4.32158899307251,0
135,0.9676787853240967,0.4987466037273407,0.6578328132629395,0.7076014399528503,36.31283695027816,4.128122806549072,1
