cluster,n,citations_per_paper,silhouette_mean,centroid_cohesion,slope,t_like,ari_global,explosive_baseline_slope
0,192,48.255208333333336,0.19340169429779053,0.7630770802497864,1.0555623961091538,4.618349372042676,0.9402747540491544,0.9998630739452581
1,135,45.74814814814815,0.03791430965065956,0.7105967402458191,0.9441637517813622,3.4822450883490768,0.9402747540491544,0.9998630739452581
