n,diameter_cos,mean_pairwise_cos,p90_pairwise_cos,p95_pairwise_cos,participation_ratio,spectral_entropy,cluster
5,0.7051647901535034,0.5284379720687866,0.6589509725570678,0.6820578813552856,3.543227865393516,1.3178030252456665,0
45,0.8349319696426392,0.4644058048725128,0.6038264513015748,0.6425669968128203,22.179562279000894,3.401799201965332,1
