cluster,year,count
0,1986,1
0,1987,1
0,1988,2
0,1991,1
0,1992,2
0,1993,6
0,1994,4
0,1995,4
0,1996,6
0,1997,9
0,1998,4
0,1999,9
0,2000,4
0,2001,6
0,2002,4
0,2003,5
0,2004,13
0,2005,11
0,2006,14
0,2007,10
0,2008,3
0,2009,13
0,2010,18
0,2011,22
0,2012,22
0,2013,23
0,2014,30
0,2015,30
0,2016,31
0,2017,57
0,2018,82
0,2019,104
0,2020,136
0,2021,237
0,2022,294
0,2023,357
0,2024,522
0,2025,297
1,2024,1
