cluster,n,citations_per_paper,silhouette_mean,centroid_cohesion,slope,t_like,ari_global,explosive_baseline_slope
0,5,14.6,0.21044650673866272,0.7597694396972656,-0.01020408163265496,-0.11704114700437158,1.0,0.39036544850499794
1,45,27.2,0.3029184937477112,0.7388602495193481,0.39036544850499794,1.985345294524873,1.0,0.39036544850499794
