cluster,n,citations_per_paper,silhouette_mean,centroid_cohesion,slope,t_like,ari_global,explosive_baseline_slope
0,137,62.92700729927007,0.2568480670452118,0.800182044506073,0.8891238343092978,4.54427593877637,0.9408946469460635,0.7985600682986247
1,113,43.47787610619469,-0.00718418275937438,0.7194049954414368,0.7079963022879515,3.067624564265609,0.9408946469460635,0.7985600682986247
